編號,韓文,羅馬拼音,中文,英文,漢語拼音,IPA音標,類別,詞性
5939,지리산,jirisan,智異山,"Chili mountain, very beautiful",zhìyìshān,ʨi.ɾi.sʰan.,Hanja,專有名詞
5940,제약,jeyak,制御,"A condition,restriction",zhìyù,ʨe.jak̚.,Hanja,名詞
5941,치유,chiyu,治癒,cure,zhìyù,ʨʰi.ju.,Hanja,名詞
5942,직원,jikwon,職員,Staff,zhíyuán,ʨiɡ.u̯ʌn.,Hanja,名詞
5943,지원,jiwon,支援,"helping, supporting, aiding",zhīyuán,ʨi.u̯ʌn.,Hanja,名詞
5944,제약,jeyak,制約,"A condition,restriction",zhìyuē,ʨe.jak̚.,Hanja,名詞
5945,제어력,jeeoryeok,制御力,Control,zhìyùlì,ʨe.ʌ.ɾjʌk̚.,Hanja,名詞
5946,제조,jejo,製造,manufacturing,zhìzào,ʨe.ʥo.,Hanja,名詞
5947,지적,jijeok,指摘,"Pointing out, indication",zhǐzhāi,ʨi.ʥʌk̚.,Hanja,名詞
5948,지장,jijang,支障,support,zhīzhàng,ʨi.ʥaŋ.,Hanja,名詞
5949,지침,jichim,指針,pointer,zhǐzhēn,ʨi.ʨʰim.,Hanja,名詞
5950,체증,chejeung,滯症,stagnation,zhìzhèng,ʨʰe.ʥɯŋ.,Hanja,名詞
5951,제지,jeji,制止,stop,zhìzhǐ,ʨe.ʥi.,Hanja,名詞
5952,지주,jiju,支柱,pillar,zhīzhù,ʨi.ʥu.,Hanja,名詞
5953,집착,jipchak,執着,Perseverance,zhízhuó,ʨip̚.ʨʰak̚.,Hanja,名詞
5954,제작,jejak,製作,"manufacture,production",zhìzuò,ʨe.ʥak̚.,Hanja,名詞
5955,종별,jongbyeol,種別,Category,zhǒngbié,ʨoŋ.bjʌl.,Hanja,名詞
5956,중부,jungbu,中部,"The center, middle part",zhōngbù,ʨuŋ.bu.,Hanja,名詞
5957,중재,jungjae,仲裁,Arbitration,zhòngcái,ʨuŋ.ʥɛ.,Hanja,名詞
5958,중조,jungjo,重曹,Chongcao,zhòngcáo,ʨuŋ.ʥo.,Hanja,名詞
5959,충성,chungseong,忠誠,Loyalty,zhōngchéng,ʨʰuŋ.sʌŋ.,Hanja,名詞
5960,중대,jungdae,重大,significant,zhòngdà,ʨuŋ.dɛ.,Hanja,名詞
5961,중점,jungjeom,中點,midpoint,zhōngdiǎn,ʨuŋ.ʥʌm.,Hanja,名詞
5962,종점,jongjeom,終點,end point,zhōngdiǎn,ʨoŋ.ʥʌm.,Hanja,名詞
5963,종두,jongdu,種痘,Vaccination,zhǒngdòu,ʨoŋ.du.,Hanja,名詞
5964,중독,jungdok,中毒,Poison,zhòngdú,ʨuŋ.dok̚.,Hanja,名詞
5965,중단,jungdan,中斷,"interruption,suspension",zhōngduàn,ʨuŋ.dan.,Hanja,名詞
5966,중이,jungi,中耳,middle ear,zhōngěr',ʨuŋ.i.,Hanja,名詞
5967,중풍,jungpung,中風,Stroke,zhòngfēng,ʨuŋ.pʰuŋ.,Hanja,名詞
5968,충고,chunggo,忠告,"Advice, counsel, suggestion",zhōnggào,ʨʰuŋ.ɡo.,Hanja,名詞
5969,중공,junggong,中共,Communist Party of China,zhōnggòng,ʨuŋ.ɡoŋ.,Hanja,名詞
5970,중고,junggo,中古,Medieval,zhōnggǔ,ʨuŋ.ɡo.,Hanja,名詞
5971,중국,jungguk,中國,China,zhōngguó,ʨuŋ.ɡuk̚.,Hanja,專有名詞
5972,중국인,junggukin,中國人,Chinese,zhōngguórén,ʨuŋ.ɡuɡ.in.,Hanja,名詞
5973,중국어,junggukeo,中國語,Chinese,zhōngguóyǔ,ʨuŋ.ɡuɡ.ʌ.,Hanja,名詞
5974,중화,junghwa,中和,Neutralize,zhōnghé,ʨuŋ.hu̯a.,Hanja,名詞
5975,중계,junggye,中繼,relay,zhōngjì,ʨuŋ.ɡje.,Hanja,名詞
5976,중간,junggan,中間,In the middle,zhōngjiān,ʨuŋ.ɡan.,Hanja,名詞
5977,중간자,jungganja,中間子,middle son,zhōngjiānzi·,ʨuŋ.ɡan.ʥa.,Hanja,名詞
5978,중개,junggae,仲介,intermediary,zhòngjiè,ʨuŋ.ɡɛ.,Hanja,名詞
5979,충절,chungjeol,忠節,Loyalty,zhōngjié,ʨʰuŋ.ʥʌl.,Hanja,名詞
5980,종결,jonggyeol,終結,end,zhōngjié,ʨoŋ.ɡjʌl.,Hanja,名詞
5981,중계방송,junggyebangsong,中繼放送,"A relay, a hookup",zhōngjìfàngsòng,ʨuŋ.ɡje.baŋ.soŋ.,Hanja,名詞
5982,종국,jongguk,終局,Finale,zhōngjú,ʨoŋ.ɡuk̚.,Hanja,名詞
5983,중절,jungjeol,中絶,Zhongjue,zhōngjué,ʨuŋ.ʥʌl.,Hanja,名詞
5984,종류,jongryu,種類,"kind,sort,species",zhǒnglèi,ʨoŋ.nju.,Hanja,名詞
5985,중력,jungryeok,重力,Gravity,zhònglì,ʨuŋ.njʌk̚.,Hanja,名詞
5986,중량,jungryang,重量,weight,zhòngliàng,ʨuŋ.njaŋ.,Hanja,名詞
5987,종루,jongru,鐘樓,bell tower,zhōnglóu,ʨoŋ.nu.,Hanja,名詞
5988,종로,jongro,鍾路,Famous street in Seoul,zhōnglù,ʨoŋ.no.,Hanja,專有名詞
5989,종마,jongma,種馬,Stallion,zhǒngmǎ,ʨoŋ.ma.,Hanja,名詞
5990,중미,jungmi,中米,China rice,zhōngmǐ,ʨuŋ.mi.,Hanja,名詞
5991,종목,jongmok,種目,Species,zhǒngmù,ʨoŋ.mok̚.,Hanja,名詞
5992,중뇌,jungnoe,中腦,midbrain,zhōngnǎo,ʨuŋ.nu̯e.,Hanja,名詞
5993,중년,jungnyeon,中年,Middle-aged,zhōngnián,ʨuŋ.njʌn.,Hanja,名詞
5994,중농주의자,jungnongjuuija,重農主義者,Physiocrats,zhòngnóngzhǔyìzhě,ʨuŋ.noŋ.ʥu.i.ʥa.,Hanja,名詞
5995,중반,jungban,中盤,"At the middle stage (of a game or contest, or otherwise)",zhōngpán,ʨuŋ.ban.,Hanja,名詞
5996,종피,jongpi,種皮,seed coat,zhǒngpí,ʨoŋ.pʰi.,Hanja,名詞
5997,충청도,chungcheongdo,忠清道,Area around daejon city,zhōngqīngdào,ʨʰuŋ.ʨʰʌŋ.do.,Hanja,專有名詞
5998,종일,jongil,終日,"All day, throughout the whole day",zhōngrì,ʨoŋ.il.,Hanja,名詞
5999,종유석,jongyuseok,鍾乳石,stalactites,zhōngrǔshí,ʨoŋ.ju.sʰʌk̚.,Hanja,名詞
6000,중상,jungsang,中傷,slander,zhòngshāng,ʨuŋ.saŋ.,Hanja,名詞
6001,중상주의,jungsangjuui,重商主義,mercantilism,zhòngshāngzhǔyì,ʨuŋ.saŋ.ʥu.e.,Hanja,名詞
6002,중생대,jungsaengdae,中生代,Mesozoic Era,zhōngshēngdài,ʨuŋ.sɛŋ.dɛ.,Hanja,名詞
6003,중식,jungsik,中食,Chinese food,zhōngshí,ʨuŋ.ɕʰik̚.,Hanja,名詞
6004,충실,chungsil,忠實,loyal,zhōngshí,ʨʰuŋ.ɕʰil.,Hanja,名詞
6005,중세,jungse,中世,The middle ages,zhōngshì,ʨuŋ.se.,Hanja,名詞
6006,중수,jungsu,重水,heavy water,zhòngshuǐ,ʨuŋ.su.,Hanja,名詞
6007,중수소,jungsuso,重水素,heavy hydrogen,zhòngshuǐsù,ʨuŋ.su.sʰo.,Hanja,名詞
6008,중위,jungwi,中尉,lieutenant,zhōngwèi,ʨuŋ.ɥi.,Hanja,名詞
6009,중소기업,jungsogieop,中小企業,Small and medium enterprises,zhōngxiǎoqìyè,ʨuŋ.so.ɡi.ʌp̚.,Hanja,名詞
6010,중심,jungsim,中心,"The nucleus, the focus, the heart",zhōngxīn,ʨuŋ.ɕʰim.,Hanja,名詞
6011,중심지,jungsimji,中心地,A central place,zhōngxīnde·,ʨuŋ.ɕʰim.ʥi.,Hanja,名詞
6012,중성,jungseong,中性,Neutral,zhōngxìng,ʨuŋ.sʌŋ.,Hanja,名詞
6013,중형차,junghyeongcha,中型車,mid-size car,zhōngxíngchē,ʨuŋ.hjʌŋ.ʨʰa.,Hanja,名詞
6014,중성자,jungseongja,中性子,Neutral,zhōngxìngzi·,ʨuŋ.sʌŋ.ʥa.,Hanja,名詞
6015,중학생,junghaksaeng,中學生,Middle school student,zhōngxuéshēng,ʨuŋ.hak̚.s͈ɛŋ.,Hanja,名詞
6016,중학교,junghakgyo,中學校,Middle school,zhōngxuéxiào,ʨuŋ.hak̚.k͈jo.,Hanja,名詞
6017,중순,jungsun,中旬,The second 10 days in a month,zhōngxún,ʨuŋ.sun.,Hanja,名詞
6018,중앙,jungang,中央,The middle and the heart,zhōngyāng,ʨuŋ.aŋ.,Hanja,名詞
6019,중앙유럽,jungangyureop,中央Europe,CentralEurope,zhōngyāngEurope,ʨuŋ.aŋ.ju.ɾʌp̚.,Hanja,名詞
6020,중앙역,jungangyeok,中央驛,Central Station,zhōngyāngyì,ʨuŋ.aŋ.jʌk̚.,Hanja,名詞
6021,중요,jungyo,重要,"importance,consequence",zhòngyào,ʨuŋ.jo.,Hanja,名詞
6022,중요시,jungyosi,重要視,important view,zhòngyàoshì,ʨuŋ.jo.ɕʰi.,Hanja,名詞
6023,중요성,jungyoseong,重要性,"importance,gravity",zhòngyàoxìng,ʨuŋ.jo.sʰʌŋ.,Hanja,名詞
6024,중역,jungyeok,重役,heavy duty,zhòngyì,ʨuŋ.jʌk̚.,Hanja,名詞
6025,중역,jungyeok,重譯,retranslation,zhòngyì,ʨuŋ.jʌk̚.,Hanja,名詞
6026,중용,jungyong,中庸,Moderate,zhōngyōng,ʨuŋ.joŋ.,Hanja,名詞
6027,중유,jungyu,重油,Heavy oil,zhòngyóu,ʨuŋ.ju.,Hanja,名詞
6028,종지,jongji,終止,terminate,zhōngzhǐ,ʨoŋ.ʥi.,Hanja,名詞
6029,종종,jongjong,種種,A variety of things,zhǒngzhǒng,ʨoŋ.ʥoŋ.,Hanja,副詞
6030,종자,jongja,種子,seeds,zhǒngzi·,ʨoŋ.ʥa.,Hanja,名詞
6031,종족,jongjok,種族,race,zhǒngzú,ʨoŋ.ʥok̚.,Hanja,名詞
6032,중죄,jungjoe,重罪,Felony,zhòngzuì,ʨuŋ.ʥu̯e.,Hanja,名詞
6033,주변,jubyeon,周邊,A circumference,zhōubiān,ʨu.bjʌn.,Hanja,名詞
6034,주파,jupa,周波,Zhou Bo,zhōubō,ʨu.pʰa.,Hanja,名詞
6035,주간,jugan,晝間,daytime,zhòujiān,ʨu.ɡan.,Hanja,名詞
6036,주말,jumal,週末,Weekend,zhōumò,ʨu.mal.,Hanja,名詞
6037,주년,junyeon,周年,One whole year,zhōunián,ʨu.njʌn.,Hanja,依存名詞
6038,주기,jugi,週期,cycle,zhōuqí,ʨu.ɡi.,Hanja,名詞
6039,주일,juil,週日,A week,zhōurì,ʨu.il.,Hanja,依存名詞
6040,주위,juwi,周圍,"The circumference,the girth",zhōuwéi,ʨu.ɥi.,Hanja,名詞
6041,주문,jumun,呪文,"An order, a request",zhòuwén,ʨu.mun.,Hanja,名詞
6042,주선,juseon,周旋,Circumstances,zhōuxuán,ʨu.sʰʌn.,Hanja,名詞
6043,전와,jeonwa,轉訛,Corruption,zhuǎné,ʨʌn.u̯a.,Hanja,名詞
6044,장비,jangbi,裝備,"equipment,fittings",zhuāngbèi,ʨaŋ.bi.,Hanja,名詞
6045,장관,janggwan,壯觀,A government cabinet minister,zhuàngguān,ʨaŋ.ɡu̯an.,Hanja,名詞
6046,상황,sanghwang,狀況,State of things,zhuàngkuàng,sʰaŋ.hu̯aŋ.,Hanja,名詞
6047,전공,jeongong,專攻,Specialty,zhuāngōng,ʨʌŋ.ɡoŋ.,Hanja,名詞
6048,당구,danggu,撞球,pool ball,zhuàngqiú,taŋ.ɡu.,Hanja,名詞
6049,장식,jangsik,裝飾,Decoration,zhuāngshì,ʨaŋ.ɕʰik̚.,Hanja,名詞
6050,장식적,jangsikjeok,裝飾的,decorative,zhuāngshìde·,ʨaŋ.ɕʰik̚.ʨ͈ʌk̚.,Hanja,名詞
6051,상태,sangtae,狀態,"condition,state",zhuàngtài,sʰaŋ.tʰɛ.,Hanja,名詞
6052,장엄,jangeom,莊嚴,solemn,zhuāngyán,ʨaŋ.ʌm.,Hanja,名詞
6053,장원,jangwon,莊園,manor,zhuāngyuán,ʨaŋ.u̯ʌn.,Hanja,名詞
6054,당착,dangchak,撞着,hit,zhuàngzhe·,taŋ.ʨʰak̚.,Hanja,名詞
6055,장치,jangchi,裝置,device,zhuāngzhì,ʨaŋ.ʨʰi.,Hanja,名詞
6056,전환,jeonhwan,轉換,"To exchange, convert, change",zhuǎnhuàn,ʨʌn.hu̯an.,Hanja,名詞
6057,전차,jeoncha,轉借,loan,zhuǎnjiè,ʨʌn.ʨʰa.,Hanja,名詞
6058,전매,jeonmae,轉賣,resell,zhuǎnmài,ʨʌm.mɛ.,Hanja,名詞
6059,전문,jeonmun,專門,A specialty,zhuānmén,ʨʌm.mun.,Hanja,名詞
6060,전문적,jeonmunjeok,專門的,Of a specialist nature,zhuānménde·,ʨʌm.mun.ʥʌk̚.,Hanja,名詞
6061,전문점,jeonmunjeom,專門店,Exclusive store,zhuānméndiàn,ʨʌm.mun.ʥʌm.,Hanja,名詞
6062,전문가,jeonmunga,專門家,A specialist,zhuānménjiā,ʨʌm.muŋ.ɡa.,Hanja,名詞
6063,전문직,jeonmunjik,專門職,Specialty job,zhuānménzhí,ʨʌm.mun.ʥik̚.,Hanja,名詞
6064,전위,jeonwi,轉位,Transposition,zhuǎnwèi,ʨʌn.ɥi.,Hanja,名詞
6065,전향,jeonhyang,轉向,turn,zhuǎnxiàng,ʨʌn.hjaŋ.,Hanja,名詞
6066,전사,jeonsa,轉寫,Transcribe,zhuǎnxiě,ʨʌn.sa.,Hanja,名詞
6067,전이,jeoni,轉移,transfer,zhuǎnyí,ʨʌn.i.,Hanja,名詞
6068,전용,jeonyong,專用,Exclusive or private use,zhuānyòng,ʨʌn.joŋ.,Hanja,名詞
6069,축배,chukbae,祝杯,Congratulations,zhùbēi,ʨʰuk̚.p͈ɛ.,Hanja,名詞
6070,저장,jeojang,貯藏,storage,zhǔcáng,ʨʌ.ʥaŋ.,Hanja,名詞
6071,주창,juchang,主唱,Lead singer,zhǔchàng,ʨu.ʨʰaŋ.,Hanja,名詞
6072,주차,jucha,駐車,Parking,zhùchē,ʨu.ʨʰa.,Hanja,名詞
6073,주차장,juchajang,駐車場,Parking lot,zhùchēchǎng,ʨu.ʨʰa.ʥaŋ.,Hanja,名詞
6074,축성,chukseong,築城,fortify,zhúchéng,ʨʰuk̚.s͈ʌŋ.,Hanja,名詞
6075,제도,jedo,諸島,islands,zhūdǎo,ʨe.do.,Hanja,名詞
6076,축전,chukjeon,祝典,Congratulations,zhùdiǎn,ʨʰuk̚.ʨ͈ʌn.,Hanja,名詞
6077,조동사,jodongsa,助動詞,auxiliary verb,zhùdòngcí,ʨo.doŋ.sa.,Hanja,名詞
6078,주범,jubeom,主犯,principal offender,zhǔfàn,ʨu.bʌm.,Hanja,名詞
6079,축복,chukbok,祝福,Blessings,zhùfú,ʨʰuk̚.p͈ok̚.,Hanja,名詞
6080,주부,jubu,主婦,A wife,zhǔfù,ʨu.bu.,Hanja,名詞
6081,주강,jugang,鑄鋼,cast steel,zhùgāng,ʨu.ɡaŋ.,Hanja,名詞
6082,주공,jugong,住公,Live in public,zhùgōng,ʨu.ɡoŋ.,Hanja,名詞
6083,주관적,jugwanjeok,主觀的,Subjective,zhǔguānde·,ʨu.ɡu̯an.ʥʌk̚.,Hanja,名詞
6084,촉광,chokgwang,燭光,candlelight,zhúguāng,ʨʰok̚.k͈u̯aŋ.,Hanja,名詞
6085,주한,juhan,駐韓,Residing in korea,zhùhán,ʨu.ɦan.,Hanja,名詞
6086,축하,chukha,祝賀,"Congratulation, celebration",zhùhè,ʨʰu.kʰa.,Hanja,名詞
6087,추백,chubaek,追白,chasing white,zhuībái,ʨʰu.bɛk̚.,Hanja,名詞
6088,추종,chujong,追從,Follow,zhuīcóng,ʨʰu.ʥoŋ.,Hanja,名詞
6089,추방,chubang,追放,Chase and release,zhuīfàng,ʨʰu.baŋ.,Hanja,名詞
6090,추적,chujeok,追跡,trace,zhuījī,ʨʰu.ʥʌk̚.,Hanja,名詞
6091,추가,chuga,追加,An addition,zhuījiā,ʨʰu.ɡa.,Hanja,名詞
6092,추적자,chujeokja,追跡者,Tracker,zhuījīzhě,ʨʰu.ʥʌk̚.ʨ͈a.,Hanja,名詞
6093,추락,churak,墜落,fall,zhuìluò,ʨʰu.ɾak̚.,Hanja,名詞
6094,추인,chuin,追認,ratify,zhuīrèn,ʨʰu.in.,Hanja,名詞
6095,추신,chusin,追伸,chase extension,zhuīshēn,ʨʰu.ɕʰin.,Hanja,名詞
6096,추돌,chudol,追突,Chase,zhuītū,ʨʰu.dol.,Hanja,名詞
6097,추억,chueok,追憶,Memory,zhuīyì,ʨʰu.ʌk̚.,Hanja,名詞
6098,철자,cheolja,綴字,suffix,zhuìzì,ʨʰʌl.ʨ͈a.,Hanja,名詞
6099,축제,chukje,祝祭,a festival,zhùjì,ʨʰuk̚.ʨ͈e.,Hanja,動詞
6100,주해,juhae,註解,annotation,zhùjiě,ʨu.ɦɛ.,Hanja,名詞
6101,주절,jujeol,主節,main section,zhǔjié,ʨu.ʥʌl.,Hanja,名詞
6102,주거,jugeo,住居,"residing,dwelling",zhùjū,ʨu.ɡʌ.,Hanja,名詞
6103,조력,joryeok,助力,Help,zhùlì,ʨo.ɾjʌk̚.,Hanja,名詞
6104,주력,juryeok,主力,main force,zhǔlì,ʨu.ɾjʌk̚.,Hanja,名詞
6105,죽마,jukma,竹馬,bamboo horse,zhúmǎ,ʨuŋ.ma.,Hanja,名詞
6106,주민,jumin,住民,"inhabitants,dwellers",zhùmín,ʨu.min.,Hanja,名詞
6107,주목,jumok,注目,Attention,zhùmù,ʨu.mok̚.,Hanja,名詞
6108,준비,junbi,準備,Preparation,zhǔnbèi,ʨum.bi.,Hanja,名詞
6109,준비물,junbimul,準備物,Stuff that needs to be prepared,zhǔnbèiwù,ʨum.bi.mul.,Hanja,名詞
6110,준장,junjang,准將,brigadier general,zhǔnjiāng,ʨun.ʥaŋ.,Hanja,名詞
6111,준중형,junjunghyeong,準中型,Semi-medium size,zhǔnzhōngxíng,ʨun.ʥuŋ.hjʌŋ.,Hanja,名詞
6112,준중형차,junjunghyeongcha,準中型車,Quasi-medium-sized car,zhǔnzhōngxíngchē,ʨun.ʥuŋ.hjʌŋ.ʨʰa.,Hanja,名詞
6113,탁구,takgu,卓球,"ping-pong,table tennis",zhuōqiú,tʰak̚.k͈u.,Hanja,名詞
6114,탁월,takwol,卓越,excellence,zhuōyuè,tʰaɡ.u̯ʌl.,Hanja,名詞
6115,탁자,takja,卓子,"A table, desk",zhuōzi·,tʰak̚.ʨ͈a.,Hanja,名詞
6116,탁자,takja,桌子,"A table, desk",zhuōzi·,tʰak̚.ʨ͈a.,Hanja,名詞
6117,주권,jugwon,主權,sovereignty,zhǔquán,ʨu.ɡu̯ʌn.,Hanja,名詞
6118,주권,jugwon,株券,Zhuquan,zhūquàn,ʨu.ɡu̯ʌn.,Hanja,名詞
6119,주인,juin,主人,"The head of a family,the owner",zhǔrén,ʨu.in.,Hanja,名詞
6120,주인공,juingong,主人公,"The head of a family, the hero/heroine",zhǔréngōng,ʨu.iŋ.ɡoŋ.,Hanja,名詞
6121,주입,juip,注入,Inject,zhùrù,ʨu.ip̚.,Hanja,名詞
6122,주사,jusa,注射,"A shot, an injection",zhùshè,ʨu.sʰa.,Hanja,名詞
6123,주석,juseok,註釋,Comment,zhùshì,ʨu.sʰʌk̚.,Hanja,名詞
6124,주식,jusik,主食,Stock,zhǔshí,ʨu.ɕʰik̚.,Hanja,名詞
6125,주식,jusik,株式,Stock,zhūshì,ʨu.ɕʰik̚.,Hanja,名詞
6126,주식회사,jusikhoesa,株式會社,"Co., Ltd.",zhūshìhuìshè,ʨu.ɕʰi.kʰu̯e.sʰa.,Hanja,名詞
6127,조수,josu,助手,Assistant,zhùshǒu,ʨo.sʰu.,Hanja,名詞
6128,주소,juso,住所,An address,zhùsuǒ,ʨu.sʰo.,Hanja,名詞
6129,축제,chukje,築堤,a festival,zhútí,ʨʰuk̚.ʨ͈e.,Hanja,動詞
6130,주제,juje,主題,"Subject, theme, topic",zhǔtí,ʨu.ʥe.,Hanja,名詞
6131,주철,jucheol,鑄鐵,cast iron,zhùtiě,ʨu.ʨʰʌl.,Hanja,名詞
6132,주문,jumun,注文,"An order, a request",zhùwén,ʨu.mun.,Hanja,名詞
6133,주물,jumul,鑄物,casting,zhùwù,ʨu.mul.,Hanja,名詞
6134,저축,jeochuk,貯蓄,"savings,saving",zhǔxù,ʨʌ.ʨʰuk̚.,Hanja,名詞
6135,조언,joeon,助言,Help,zhùyán,ʨo.ʌn.,Hanja,名詞
6136,조언자,joeonja,助言者,speaker,zhùyánzhě,ʨo.ʌn.ʥa.,Hanja,名詞
6137,주요,juyo,主要,"The major, the chief thing",zhǔyào,ʨu.jo.,Hanja,名詞
6138,주의,juui,注意,"attention,notice",zhùyì,ʨu.e.,Hanja,名詞
6139,주역,juyeok,主役,main character,zhǔyì,ʨu.jʌk̚.,Hanja,名詞
6140,주의,juui,主義,"attention,notice",zhǔyì,ʨu.e.,Hanja,名詞
6141,주유소,juyuso,注油所,Oil injection station,zhùyóusuǒ,ʨu.ju.sʰo.,Hanja,名詞
6142,주재,jujae,駐在,reside,zhùzài,ʨu.ʥɛ.,Hanja,名詞
6143,축조,chukjo,築造,build,zhúzào,ʨʰuk̚.ʨ͈o.,Hanja,名詞
6144,주조,jujo,鑄造,casting,zhùzào,ʨu.ʥo.,Hanja,名詞
6145,주택,jutaek,住宅,A house,zhùzhái,ʨu.tʰɛk̚.,Hanja,名詞
6146,주장,jujang,主張,"assertion,insistance",zhǔzhāng,ʨu.ʥaŋ.,Hanja,名詞
6147,주주,juju,株主,plant owner,zhūzhǔ,ʨu.ʥu.,Hanja,名詞
6148,저작,jeojak,著作,Writings,zhùzuò,ʨʌ.ʥak̚.,Hanja,名詞
6149,자백,jabaek,自白,Confession,zìbái,ʨa.bɛk̚.,Hanja,名詞
6150,자판,japan,字板,Keyboard,zìbǎn,ʨa.pʰan.,Hanja,名詞
6151,자포자기,japojagi,自暴自棄,give up on oneself,zìbàozìqì,ʨa.pʰo.ʥa.ɡi.,Hanja,名詞
6152,자본가,jabonga,資本家,capitalist,zīběnjiā,ʨa.boŋ.ɡa.,Hanja,名詞
6153,자폐증,japyejeung,自閉症,autism,zìbìzhèng,ʨa.pʰje.ʥɯŋ.,Hanja,名詞
6154,자산,jasan,資産,assets,zīchǎn,ʨa.sʰan.,Hanja,名詞
6155,자동,jadong,自動,"self-acting, self-moving, automatic",zìdòng,ʨa.doŋ.,Hanja,名詞
6156,자동차,jadongcha,自動車,Car,zìdòngchē,ʨa.doŋ.ʨʰa.,Hanja,名詞
6157,자동차등록증,jadongchadeungrokjeung,自動車登錄證,Automobile registration certificate,zìdòngchēdēnglùzhèng,ʨa.doŋ.ʨʰa.dɯŋ.nok̚.ʨ͈ɯŋ.,Hanja,名詞
6158,자발적,jabaljeok,自發的,spontaneous,zìfāde·,ʨa.bal.ʨ͈ʌk̚.,Hanja,名詞
6159,자판기,japangi,自販機,Vending machine,zìfànjī,ʨa.pʰaŋ.ɡi.,Hanja,名詞
6160,자부심,jabusim,自負心,Pride,zìfùxīn,ʨa.bu.ɕʰim.,Hanja,名詞
6161,자격,jagyeok,資格,Qualification,zīgé,ʨa.ɡjʌk̚.,Hanja,名詞
6162,자격증,jagyeokjeung,資格證,A qualification certificate,zīgézhèng,ʨa.ɡjʌk̚.ʨ͈ɯŋ.,Hanja,名詞
6163,자궁,jagung,子宮,uterus,zǐgōng,ʨa.ɡuŋ.,Hanja,名詞
6164,자회사,jahoesa,子會社,Sub-club,zǐhuìshè,ʨa.ɦu̯e.sʰa.,Hanja,名詞
6165,자기,jagi,自己,"Oneself, number one, numerouno, self",zìjǐ,ʨa.ɡi.,Hanja,代名詞
6166,자가용,jagayong,自家用,For personal/family use,zìjiāyòng,ʨa.ɡa.joŋ.,Hanja,名詞
6167,자금,jageum,資金,funds,zījīn,ʨa.ɡɯm.,Hanja,名詞
6168,자경단,jagyeongdan,自警團,vigilante group,zìjǐngtuán,ʨa.ɡjʌŋ.dan.,Hanja,名詞
6169,자작,jajak,子爵,Viscount,zǐjué,ʨa.ʥak̚.,Hanja,名詞
6170,자립,jarip,自立,self-reliance,zìlì,ʨa.ɾip̚.,Hanja,名詞
6171,자력,jaryeok,資力,resources,zīlì,ʨa.ɾjʌk̚.,Hanja,名詞
6172,자료,jaryo,資料,"materials,data",zīliào,ʨa.ɾjo.,Hanja,名詞
6173,자율,jayul,自律,"self-control,autonomy",zìlǜ,ʨa.jul.,Hanja,名詞
6174,자만,jaman,自慢,Conceited,zìmàn,ʨa.man.,Hanja,名詞
6175,자막,jamak,字幕,subtitles,zìmù,ʨa.mak̚.,Hanja,名詞
6176,자녀,janyeo,子女,one’s children,zǐnǚ,ʨa.njʌ.,Hanja,名詞
6177,자연,jayeon,自然,Nature,zìrán,ʨa.jʌn.,Hanja,名詞
6178,자연적,jayeonjeok,自然的,Natural,zìránde·,ʨa.jʌn.ʥʌk̚.,Hanja,名詞
6179,자연환경,jayeonhwangyeong,自然環境,Natural surroundings,zìránhuánjìng,ʨa.jʌn.hu̯aŋ.ɡjʌŋ.,Hanja,名詞
6180,자연현상,jayeonhyeonsang,自然現象,Natural phenomena,zìránxiànxiàng,ʨa.jʌn.hjʌn.saŋ.,Hanja,名詞
6181,자인,jain,自認,admit oneself,zìrèn,ʨa.in.,Hanja,名詞
6182,자살,jasal,自殺,Suicide,zìshā,ʨa.sʰal.,Hanja,名詞
6183,자살적,jasaljeok,自殺的,suicidal,zìshāde·,ʨa.sʰal.ʨ͈ʌk̚.,Hanja,名詞
6184,자신,jasin,自身,"one's own self, one's own body",zìshēn,ʨa.ɕʰin.,Hanja,名詞
6185,자세,jase,姿勢,"Position, posture",zīshì,ʨa.sʰe.,Hanja,名詞
6186,자서,jaseo,自署,self-signed,zìshǔ,ʨa.sʰʌ.,Hanja,名詞
6187,자수정,jasujeong,紫水晶,amethyst,zǐshuǐjīng,ʨa.sʰu.ʥʌŋ.,Hanja,名詞
6188,자손,jason,子孫,descendants,zǐsūn,ʨa.sʰon.,Hanja,名詞
6189,자단,jadan,紫檀,rosewood,zǐtán,ʨa.dan.,Hanja,名詞
6190,자체,jache,字體,one's own body,zìtǐ,ʨa.ʨʰe.,Hanja,名詞
6191,자체,jache,自體,one's own body,zìtǐ,ʨa.ʨʰe.,Hanja,名詞
6192,자퇴,jatoe,自退,Retreat,zìtuì,ʨa.tʰu̯e.,Hanja,名詞
6193,자퇴생,jatoesaeng,自退生,self-retirement,zìtuìshēng,ʨa.tʰu̯e.sʰɛŋ.,Hanja,名詞
6194,자외선,jaoeseon,紫外線,UV rays,zǐwàixiàn,ʨa.u̯e.sʰʌn.,Hanja,名詞
6195,자아,jaa,自我,self,zìwǒ,ʨa.a.,Hanja,名詞
6196,자오선,jaoseon,子午線,meridian,zǐwǔxiàn,ʨa.o.sʰʌn.,Hanja,名詞
6197,자식,jasik,子息,one's children,zǐxí,ʨa.ɕʰik̚.,Hanja,名詞
6198,자세,jase,仔細,"Position, posture",zǐxì,ʨa.sʰe.,Hanja,名詞
6199,자신,jasin,自信,"one's own self, one's own body",zìxìn,ʨa.ɕʰin.,Hanja,名詞
