編號,韓文,羅馬拼音,中文,英文,Level (TOPIK等級),Part of Speech (詞性)
4412,물질적,muljiljeok,物質上的、物質性的,Material,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4413,미인,miin,美人、美女,A beautiful girl,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4414,믿어지다,mideojida,令人難以置信、變得可信（被動）,Become believable,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4415,반죽,banjuk,麵團、揉麵,Kneading; dough,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4416,반지,banji,戒指,Ring,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4417,밤,bam,栗子,Chestnut,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4418,배치,baechi,配置、安排、佈局,Arrangement,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4419,백인,baegin,白人、白種人,Caucasian,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4420,본,bon,榜樣、範例、典範,An example,C,冠形詞 (Determiner / 관형사)，如 한（一個）、어떤（某種）。
4421,본사,bonsa,總公司、總部,Main office,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4422,부르다,bureuda,吃飽、飽,To be full,B,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4423,불평등하다,bulpyeongdeunghada,不平等,Inequality,C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4424,비타민,bitamin,維他命、維生素,Vitamin,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4425,빌딩,bilding,大廈、大樓,Building,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4426,빠뜨리다,ppatteurida,陷入、掉入、遺漏,"Throw into (a river); entice, entrap",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4427,산속,sansok,山中、深山裡,The heart of a mountain,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4428,새로이,saeroi,重新、嶄新地,"newly,afresh",C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
4429,서양인,seoyangin,西方人、歐美人,A Westerner,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4430,소지품,sojipum,隨身物品、攜帶物,one’s things,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4431,송이,songi,朵、串（花/葡萄量詞）,"A bunch,cluster",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4432,쇠,soe,鐵、金屬,Iron,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4433,수컷,sukeot,雄性、公的,A male of the species,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4434,승리하다,seungrihada,獲勝、勝利,To win,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4435,식초,sikcho,食醋、醋,Vinegar,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4436,심부름,simbureum,跑腿、差事,Errand,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4437,씨앗,ssiat,種子、種籽,Seeds,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4438,야외,yaoe,野外、戶外,"The fields, the outskirts",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4439,얻어먹다,eodeomeokda,討飯、受人請客,Go about begging,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4440,엄숙하다,eomsukhada,莊嚴、肅穆,"Seriousness, solemnity ; being grave, serious",C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4441,여가,yeoga,閒暇、休閒時光,"leisure,spare time",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4442,여동생,yeodongsaeng,妹妹,Younger sister,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4443,연상하다,yeonsanghada,聯想,Association of ideas,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4444,옆집,yeopjip,隔壁、鄰居家,The house next door,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4445,오래간만,oraeganman,好久、隔了好久,After a long time,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4446,오래도록,oraedorok,久久、長久地,"For long, a long while",B,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
4447,올려다보다,olryeodaboda,抬頭看、仰視,Look up,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4448,외다,oeda,背誦、覆誦,To repeat back (an order),C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4449,외침,oechim,呼喊、吶喊,"A shout, a cry",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4450,이빨,ippal,牙齒（多指動物或俗語）,A tooth,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4451,이해,ihae,利害、利益與損害,"interests,gains",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4452,일손,ilson,人手、勞動力,Work in hand,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4453,잠바,jamba,夾克、外套,Jumper,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4454,잠수함,jamsuham,潛水艇,Submarine,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4455,장수,jangsu,商人、小販,"A tradesman,merchant",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4456,장학금,janghakgeum,獎學金,Scholarship,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4457,재다,jaeda,量、測量 / 炫耀,"measure,guage",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4458,쟤,jyae,那個孩子、那傢伙,That kid,B,不變化詞 / 獨立詞 / 未分類詞），用來標記如 그래도（即使那樣/仍然）、걔（那孩子）、그래（是的/那樣） 等
4459,점심시간,jeomsimsigan,午餐時間,Lunchtime,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4460,지도하다,jidohada,指導、引導,"To lead, instruct",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4461,지적,jijeok,知識分子的、智力的,"Intellectual, brainy",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4462,진로,jinro,進路、出路、前途,"A course,direction,path",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4463,진행자,jinhaengja,主持人,Leader of the performance,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4464,쪽,jjok,方面、方向,"A side, direction",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4465,찾아다니다,chajadanida,到處尋找、四處奔走拜訪,To go around to meet somebody or see places,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4466,책임감,chaegimgam,責任感,Feeling of responsibility,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4467,체온,cheon,體溫,Body temperature,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4468,초밥,chobap,壽司,Japanese vinegared rice vegetables,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4469,출구,chulgu,出口,An exit,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4470,출입문,churimmun,出入門、通道門,Door for exiting and entering,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4471,통과,tonggwa,通過,Passage,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4472,포장마차,pojangmacha,布帳馬車、街頭小吃攤,A wheeled snack bar on the street,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4473,푸다,puda,舀出、撈出,"Dip out, bail out",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4474,풀,pul,漿糊、膠水,Glue (spread the ~),B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4475,피망,pimang,青椒、甜椒,A pimento,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4476,필름,pilreum,底片、膠捲,Film,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4477,한결,hangyeol,更加、顯著地,"Stands out conspicuously, especially",C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
4478,한여름,hanyeoreum,仲夏、盛夏,"Midsummer, the middle of summer",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4479,항공,hanggong,航空,An airport,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4480,호선,hoseon,號線（地鐵線路）,The track number for a train,B,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
4481,회전,hoejeon,旋轉、轉動,"Revolution, rotation",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4482,휴지,hyuji,衛生紙、廢紙,Toilet paper,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4483,가위,gawi,剪刀,Scissors,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4484,고속,gosok,高速,High speed,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4485,곧다,gotda,筆直、正直,Be straight or upright or erect,C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4486,골치,golchi,腦袋、頭痛事,Worry or anxiety,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4487,구하다,guhada,拯救、挽救,Rescue a person,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4488,내달,naedal,下個月,Next month,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4489,넷째,netjjae,第四,Fourth,A,數詞 (Numeral / 수사)，如 하나（一）。：數詞 (Numeral / 수사)，如 하나（一）。
4490,놔두다,nwaduda,擱置、放著不管,"Leave as it is, let it be",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4491,늦어지다,neujeojida,變遲、延誤,To become late,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4492,도망가다,domanggada,逃跑、逃走,"Make a go for it, escape",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4493,독하다,dokhada,毒辣、劇烈、狠毒,Be poison,C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4494,만,man,值得、足以、達到...程度,To be of sufficient quantity,C,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
4495,명단,myeongdan,名單,List of names,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4496,무의미하다,muuimihada,無意義、徒勞,Be nonsense,C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4497,문구,mungu,文句、詞句,"passage,paragraph",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4498,뭣,mwot,什麼（무엇的略語）,What (thing)?,C,代名詞 (Pronoun / 대명사)，如 나（我）、우리（我們）、그（他）。
4499,미만,miman,未滿、不足,"under,below ; less than",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4500,백색,baeksaek,白色,White,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4501,비바람,bibaram,風雨、狂風暴雨,Rain and wind,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4502,사기,sagi,士氣 / 詐欺,"morale,fighting spirit",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4503,사망하다,samanghada,死亡、逝世,"To decease,pass away",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4504,사무직,samujik,白領、內勤、事務職,Working in the office not in the factory,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4505,소질,sojil,潛質、資質、素質,"temperament,character",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4506,솜,som,棉花,Cotton,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4507,시디롬,sidirom,CD-ROM,Cd-rom,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4508,식생활,siksaenghwal,飲食生活,Dietary life,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4509,신호등,sinhodeung,紅綠燈、交通信號燈,"Signal light, blinker",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4510,신혼여행,sinhonyeohaeng,蜜月旅行,the honeymoon (the trip after the wedding),B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4511,실,sil,線、線條,Thread (to wind thread),C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4512,씩씩하다,ssikssikhada,勇敢、精神抖擻,"Be brave,valiant",B,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4513,연구실,yeongusil,研究室、實驗室,A laboratory,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4514,월드컵,woldeukeop,世界盃,World cup,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4515,유머,yumeo,幽默,Humor,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4516,의류,uiryu,服裝、衣物,"Clothes, dresses; clothing",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4517,입원,ibwon,住院,Hospitalization,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4518,잊혀지다,ithyeojida,被遺忘（被動）,To become forgotten,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4519,잘살다,jalsalda,富裕、生活過得好,"To be affluent, well-off",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4520,장가,jangga,娶妻、結婚（男子）,To get married,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4521,적응,jeogeung,適應,Adaptation,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4522,정리되다,jeongridoeda,被整理、整頓好（被動）,To be adjusted,C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4523,조,jo,組、隊伍,"A company,group",C,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
4524,졸업생,joreopsaeng,畢業生,A graduate,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4525,죽다,jukda,喪氣、垂頭喪氣 / 死亡,Lose your spirit,B,補助用言 (Auxiliary / 補助用言 (Auxiliary / 보조용언)，如 ～버리다、～싶다。조용언)，如 ～버리다、～싶다。
4526,창피하다,changpihada,丟臉、羞愧,To be ashamed,C,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
4527,친절,chinjeol,親切、熱情,"Kindness, goodness",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4528,침실,chimsil,臥室、臥房,Bedroom,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4529,태권도,taegwondo,跆拳道,Tae kwon do,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
4530,토론하다,toronhada,討論、辯論,"To debate, discuss",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
4531,하나하나,hanahana,每一件事、每個細節,Each individual piece,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
